区域,名称,景点id,类型,级别,热度,经纬度
安徽·合肥·肥东县,三国新城遗址,727517087,文化古迹,,热度 0.,"117.227272,31.821501"
四川·自贡·大安区,玫瑰海,2515067267,文化古迹,,热度 0.,"104.806318,29.437295"
江苏·苏州·常熟市,赵园,2796363949,文化古迹,,热度 0.,"120.742007,31.64802"
湖南·永州·九嶷山,舜帝陵,3549075042,文化古迹,4A景区,热度 0.,"110.922298,35.120575"
河南·郑州·嵩山,嵩阳景区,2271356395,文化古迹,,热度 0.,"113.037495,34.487076"
云南·丽江·玉龙县,老君山,797874287,文化古迹,,热度 0.,"99.782756,26.653706"
浙江·台州·仙居,皤滩古镇,4280836842,文化古迹,,热度 0.,"120.543053,28.747203"
江西·上饶·婺源,彩虹桥,587861724,文化古迹,,热度 0.,"117.783041,29.421743"
辽宁·鞍山·岫岩县,药山,1491515999,文化古迹,3A景区,热度 0.,"123.429311,40.636839"
广东·广州·芙蓉度假村,洪秀全故居,270126846,文化古迹,3A景区,热度 0.,"113.180003,23.423541"
福建·泉州·鲤城区,开元寺,833908325,文化古迹,4A景区,热度 1.,"118.591951,24.919329"
陕西·西安·莲湖区,化觉巷清真大寺,2441384866,文化古迹,,热度 0.,"108.941883,34.262438"
浙江·衢州·龙游县,龙游民居苑,3061212153,文化古迹,3A景区,热度 0.,"119.19086,29.028613"
云南·保山·滇西抗战纪念馆,国殇墓园,3478647189,文化古迹,,热度 0.,"98.488111372946,25.032554321272"
贵州·黔东南·镇远县,镇远,2162616603,文化古迹,,热度 0.,"108.429895,27.055759"
江苏·淮安·楚州区,韩侯故里,4079231472,文化古迹,3A景区,热度 0.,"118.947661,33.540845"
浙江·绍兴·越城区,绍兴乌篷船,3791654231,文化古迹,,热度 0.,"120.601768,30.002034"
贵州·铜仁·铜仁市,大明边城,1997935947,文化古迹,,热度 0.,"109.218094,27.718141"
北京·北京·海淀区,圆明园遗址公园绮春园,4020553461,文化古迹,,热度 0.,"116.32562401923,40.0124378499"
福建·福州·黄楮林自然保护区,黄楮林温泉,1288332265,文化古迹,,热度 0.,"118.709778,26.28458"
山东·临沂·临沭县,冠山旅游区,1316785713,文化古迹,3A景区,热度 0.,"118.74073208721,34.955215231817"
陕西·铜川·印台区,玉华宫风景名胜区,4244180423,文化古迹,4A景区,热度 1.,"108.956801,35.349484"
浙江·宁波·宁海县,前童古镇,2173017172,文化古迹,4A景区,热度 0.,"121.35732,29.229797"
广西·百色·靖西县,靖西旧州景区,2953918223,文化古迹,,热度 0.,"106.424957,23.06454"
浙江·衢州·江山市,戴笠故居,4108493141,文化古迹,,热度 0.,"118.528115,28.391264"
云南·红河·建水县,朝阳楼,2759247641,文化古迹,,热度 0.,"102.837598,23.622625"
澳门·澳门·澳门半岛,大三巴牌坊,4284880114,文化古迹,,热度 1.,"113.552491,22.200696"
四川·绵阳·安县,罗浮山羌王城,2816511069,文化古迹,,热度 0.,"104.347274,31.594955"
山西·忻州·五台山,显通寺,1579608617,文化古迹,,热度 0.,"113.596468,39.009653"
江苏·苏州·周庄,张厅,261092457,文化古迹,,热度 0.,"120.925574,31.751931"
江苏·苏州·吴江市,震泽古镇,1282927983,文化古迹,4A景区,热度 0.,"120.515956,30.918345"
江苏·无锡·南长区,无锡环城古运河景区,2062961900,文化古迹,,热度 0.,"120.284804,31.581636"
天津·天津·南开区,津门故里,1557904161,文化古迹,,热度 0.,"117.199597,39.147369"
四川·成都·都江堰,都江堰古城,1296351577,文化古迹,4A景区,热度 0.,"103.629364,31.001303"
江苏·扬州·广陵区,卢氏盐商住宅,2393093418,文化古迹,,热度 0.,"119.458464,32.389688"
广西·桂林·荔浦县,马岭鼓寨,3235702,文化古迹,,热度 0.,"110.45119,24.656973"
山西·忻州·芦芽山,石门悬棺,3861969978,文化古迹,,热度 0.,"112.096486,38.926304"
山东·滨州·滨州市,杜受田故居,1570370076,文化古迹,4A景区,热度 0.,"117.974809,37.485798"
陕西·汉中·留坝县,张良庙,1942445359,文化古迹,3A景区,热度 0.,"106.84334,33.684343"
河南·周口·老子故里,明道宫,1420373857,文化古迹,4A景区,热度 0.,"115.501255,33.866619"
江苏·徐州·九里区,龟山汉墓,1037657140,文化古迹,3A景区,热度 0.,"117.144217,34.313706"
京都府·京都,清水寺,3192771621,文化古迹,,热度 1.,"135.784953,34.994835"
湖北·武汉·汉阳区,归元寺,1143088330,文化古迹,4A景区,热度 0.,"114.267351,30.552176"
北京·北京·海淀区,万寿寺,2699685118,文化古迹,,热度 0.,"116.317729,39.952443"
辽宁·辽阳·辽阳县,龙峰山,270743544,文化古迹,3A景区,热度 0.,"99.686352189286,41.178272102725"
贵州·安顺·镇宁县,安顺天台山,4038834921,文化古迹,,热度 0.,"106.18656,26.358176"
江苏·无锡·滨湖区,雪浪山生态景观园,2569807029,文化古迹,3A景区,热度 0.,"120.268999,31.462488"
内蒙古·阿拉善盟·阿拉善左旗,贺兰山福因寺（北寺旅游景区）,4175049365,文化古迹,4A景区,热度 0.,"105.914221,38.98474"
甘肃·酒泉·敦煌莫高窟,敦煌文化驿站,4206468299,文化古迹,,热度 0.,"94.77389,40.167452"
清莱府·清莱,美塞,3560528309,文化古迹,,热度 0.,"99.7833923,20.3602219"
广东·惠州·惠东县,惠州巽寮湾天后宫,2514387458,文化古迹,,热度 0.,"114.733315,22.993066"
浙江·绍兴·柯桥古镇,上青古道,3113765658,文化古迹,,热度 0.,"120.645756,29.902416"
浙江·台州·长屿硐天,双门石窟,3144578994,文化古迹,,热度 0.,"121.450524,28.443651"
浙江·杭州·杭州之江国家旅游度假区,白龙潭,1793007333,文化古迹,,热度 0.,"120.023412,30.197201"
浙江·绍兴·大香林•兜率天景区,会稽山龙华寺,4206463374,文化古迹,,热度 0.,"120.412159,30.025606"
东京,日本东京浅草寺八重和服,2996181691,文化古迹,,热度 0.,"139.7922503,35.711635"
湖南·长沙·宁乡县,灰汤华天城温泉,3455182652,文化古迹,,热度 0.,"112.362326,27.986555"
甘肃·平凉·泾川县,王母宫,4148198618,文化古迹,4A景区,热度 0.,"107.35865,35.341491"
河北·邯郸·峰峰矿区,山底抗日地道遗址,3770361061,文化古迹,,热度 0.,"114.125745,36.466071"
江苏·扬州·维扬区,唐城遗址,3300847114,文化古迹,,热度 0.,"119.424942,32.427586"
山东·枣庄·台儿庄区,台儿庄运河湿地风景区,891998012,文化古迹,3A景区,热度 0.,"117.72848,34.560422"
浙江·杭州·富阳市,通天飞瀑,3020674808,文化古迹,,热度 0.,"119.636528,30.008136"
北京·北京·东城区,智化寺,620115029,文化古迹,,热度 0.,"116.438865,39.923178"
河南·洛阳·洛龙区,洛阳龙门广化寺,2974814571,文化古迹,,热度 0.,"112.475685,34.575522"
上海·上海·嘉定区,南翔古镇,2961549446,文化古迹,4A景区,热度 0.,"121.31467,31.297407"
广西·桂林·七星区,桂林訾洲岛景区,450609211,文化古迹,,热度 0.,"110.309966,25.275364"
清迈府·清迈,塔佩门,1657240484,文化古迹,,热度 0.,"12.951901,74.89165"
广西·桂林·龙脊梯田,龙脊古壮寨,2997364753,文化古迹,,热度 0.,"110.07911,25.736464"
北京·北京·东城区,北京明城墙遗址公园,3300546012,文化古迹,4A景区,热度 0.,"116.442055,39.909212"
江苏·无锡·江阴市,徐霞客文化博览园,2818510163,文化古迹,,热度 0.,"120.350041,31.76438"
广东·肇庆·德庆县,肇庆三元塔,2739966255,文化古迹,,热度 0.,"111.836661,23.141817"
湖北·荆州·荆州区,荆州楚王车马阵景区,1235246971,文化古迹,,热度 0.,"112.021639,30.616244"
河南·洛阳·孟津县,龙马负图寺,3378389386,文化古迹,3A景区,热度 0.,"112.629212,34.836035"
陕西·西安·长安区,香积寺,1091194973,文化古迹,,热度 0.,"108.89936,34.127706"
四川·绵阳·三台县,云台观,3671645995,文化古迹,,热度 0.,"105.090849,30.787229"
重庆·重庆·梁平县,双桂堂,2384893137,文化古迹,3A景区,热度 0.,"106.294963456,30.0255025322"
山东·潍坊·临朐县,老龙湾,3988910158,文化古迹,3A景区,热度 0.,"118.511958,36.420356"
江苏·镇江·京口区,万佛塔,3242875139,文化古迹,,热度 0.,"119.48628,32.242896"
上海·上海·南翔古镇,南翔老街,522809223,文化古迹,4A景区,热度 0.,"121.314684,31.297022"
云南·红河·建水县,建水文庙,850190635,文化古迹,4A景区,热度 1.,"102.830075,23.618155"
浙江·台州·蛇蟠岛,野人洞,963579402,文化古迹,,热度 0.,"121.582806,29.141765"
安徽·宿州·萧县,天门寺,2082598701,文化古迹,,热度 0.,"117.074755,34.069105"
湖北·襄阳·襄城区,襄阳古城墙,3015066704,文化古迹,,热度 0.,"112.16333,32.016232"
浙江·台州·临海市,桃渚城,4005614276,文化古迹,,热度 0.,"121.548435,28.8317"
山西·临汾·尧都区,尧帝陵,3214662079,文化古迹,,热度 0.,"111.796576,36.073515"
河北·唐山·迁西县,景忠山,2349974449,文化古迹,4A景区,热度 0.,"118.209056,40.201455"
山西·太原·晋源区,蒙山大佛,979021025,文化古迹,4A景区,热度 0.,"112.45355178497,37.783053838338"
河北·承德·双桥区,须弥福寿之庙,1317512677,文化古迹,,热度 0.,"117.948778,41.015751"
河南·郑州·新郑市,黄帝故里,373003214,文化古迹,4A景区,热度 0.,"113.733664,34.406605"
浙江·绍兴·会稽山,大禹陵,3115455073,文化古迹,,热度 0.,"120.619763,29.970299"
内蒙古·鄂尔多斯·伊金霍洛旗,成吉思汗陵旅游景区,1792702710,文化古迹,5A景区,热度 1.,"109.832426,39.369384"
河北·石家庄·井陉县,秦皇古驿道景区,2721315521,文化古迹,,热度 0.,"114.197373,38.058435"
天津·天津·西青区,石家大院,361749432,文化古迹,4A景区,热度 0.,"117.017172,39.14089"
贵州·贵阳·南明区,甲秀楼,2534010372,文化古迹,3A景区,热度 1.,"106.726237,26.577487"
陕西·汉中·宁强县,青木川古镇,453752089,文化古迹,,热度 0.,"105.58501,32.836984"
浙江·宁波·江北区,保国寺,2790208827,文化古迹,4A景区,热度 0.,"121.526737,29.985855"
安徽·宣城·绩溪县,绩溪紫园,3389426041,文化古迹,3A景区,热度 0.,"118.606743,30.053336"
北京·北京·西城区,恭王府大戏楼,1965091388,文化古迹,,热度 0.,"116.39922518567,39.948356762064"
浙江·杭州·余杭区,大禹谷,3784588555,文化古迹,,热度 0.,"119.872654,30.313047"
青海·海南藏族自治州·贵德县,南海殿,764617257,文化古迹,,热度 0.,"101.448682,36.030503"
河北·唐山·迁西县,青山关,1190799349,文化古迹,4A景区,热度 0.,"118.557662,40.415938"
浙江·杭州·西湖区,郭庄,1078705766,文化古迹,,热度 0.,"120.138901,30.249833"
四川·阿坝藏族羌族自治州·九寨沟县,九寨沟,2681214020,文化古迹,5A景区,热度 1.,"103.928015,33.271447"
湖北·武汉·江岸区,刘少奇故居,1303452981,文化古迹,,热度 0.,"114.30243,30.596951"
江苏·南京·江宁区,杨柳村,2763088012,文化古迹,,热度 0.,"118.477419,32.057918"
江苏·无锡·滨湖区,吴都阖闾城遗址博物馆,1851899316,文化古迹,,热度 0.,"120.13548,31.524294"
山西·运城·万荣县,东岳庙,3865532740,文化古迹,,热度 0.,"110.841341,35.421204"
京都府·京都,金阁寺,1612919872,文化古迹,,热度 1.,"135.729313,35.039436"
山西·太原·阳曲县,青龙古镇,921548660,文化古迹,,热度 0.,"112.63700930554,38.027963103275"
台湾·台北,行天宫,3033515299,文化古迹,,热度 1.,"121.52728009483,25.056613051134"
巴厘岛·乌布,乌布皇宫,3392090365,文化古迹,,热度 0.,"115.264327,-8.48985"
内华达·拉斯维加斯,胡佛大坝,2405643333,文化古迹,,热度 0.,"-114.737482,36.015962"
仰光,大金塔,3279668183,文化古迹,,热度 0.,"96.148722,16.798442"
湖南·岳阳·岳阳楼区,洞庭湖,2089737585,文化古迹,,热度 0.,"112.932269,29.023947"
甘肃·临夏·黄河三峡,炳灵寺石窟,4159410760,文化古迹,,热度 0.,"103.02672673338,35.832661600613"
约克,霍华德城堡,3117609112,文化古迹,,热度 0.,"-0.905832,54.121389"
北京·北京·昌平区,银山塔林,3264302375,文化古迹,4A景区,热度 0.,"116.333507,40.330687"
辽宁·大连·旅顺口区,旅顺胜利塔,940627209,文化古迹,,热度 0.,"121.24673,38.813707"
奥斯陆,挪威王宫,3021667671,文化古迹,,热度 0.,"4.887002,52.376417"
暹粒省·吴哥,豆蔻寺,2622634818,文化古迹,,热度 0.,"103.899819,13.419813"
浙江·温州·平阳县,西晋墓,1748344731,文化古迹,,热度 0.,"120.56360655822,27.616729463766"
浙江·丽水·遂昌县,独山村,3167565925,文化古迹,,热度 0.,"118.99137,28.428543"
豪登省·比勒陀利亚,比勒陀利亚总统府,1806632016,文化古迹,,热度 0.,"28.211782,-25.741071"
东京,浅草寺,969497599,文化古迹,,热度 1.,"139.796746,35.714777"
台湾·南投,埔里,470816919,文化古迹,,热度 0.,"120.96581673666,23.967863163935"
孟买,象岛,1397030700,文化古迹,,热度 1.,"72.931944,18.9625"
宁夏·银川·贺兰县,拜寺口双塔,251768439,文化古迹,,热度 0.,"105.974029,38.687159"
江苏·苏州·常熟市,曾园,4091353433,文化古迹,,热度 0.,"120.742151,31.648104"
京都府·京都,三十三间堂,3283136646,文化古迹,,热度 1.,"135.771681,34.987872"
山东·青岛·市南区,花石楼,147297549,文化古迹,,热度 0.,"120.360403,36.056278"
浙江·衢州·江山市,仙霞关,3835289890,文化古迹,3A景区,热度 0.,"118.52468,28.375319"
湖北·襄阳·襄城区,绿影壁,623180411,文化古迹,,热度 0.,"112.164387,32.019835"
广东·广州·番禺,天后宫,3430424450,文化古迹,,热度 0.,"113.621285,22.761851"
孟买,印度门,1458169084,文化古迹,,热度 1.,"72.834705,18.921836"
河北·石家庄·桥西区,华北烈士陵园,360758403,文化古迹,,热度 0.,"114.471597,38.049213"
河北·承德·隆化县,董存瑞烈士陵园,1893991835,文化古迹,4A景区,热度 0.,"117.737049,41.329271"
班武里府·华欣,拷汪宫,2031157663,文化古迹,,热度 0.,"99.936488,13.11019"
维多利亚省·墨尔本,库克船长小屋,1412410200,文化古迹,,热度 0.,"144.988267,-37.816362"
上海·上海·卢湾区,巴金寓所,3006459004,文化古迹,,热度 0.,"121.447004,31.215016"
台湾·台南,赤崁楼,577948500,文化古迹,,热度 1.,"120.20167185344,22.997873081422"
东京,新宿御苑,1431586742,文化古迹,,热度 1.,"139.710673,35.687036"
福建·泉州·清源山,少林寺,1634960195,文化古迹,,热度 0.,"118.60539164929,24.967949320333"
浙江·杭州·西湖,苏堤春晓,443219987,文化古迹,,热度 0.,"120.138273,30.243836"
广东·江门·开平碉楼,赤坎古镇,646680071,文化古迹,,热度 0.,"112.592204,22.325414"
斯特拉福德,莎士比亚故居,1833759220,文化古迹,,热度 0.,"-1.707193,52.19318"
新南威尔士州·悉尼,凯马,4007171260,文化古迹,,热度 0.,"150.856703,-34.671676"
台湾·台北·一级棒养生会馆,三峡老街,2613721649,文化古迹,,热度 0.,"121.37042728453,24.935518678771"
河北·张家口·蔚县,南安寺塔,3586307343,文化古迹,,热度 0.,"114.576925,39.844082"
维多利亚省·墨尔本,库克船长小屋,1412410200,文化古迹,,热度 0.,"144.988267,-37.816362"
上海·上海·卢湾区,巴金寓所,3006459004,文化古迹,,热度 0.,"121.447004,31.215016"
台湾·台南,赤崁楼,577948500,文化古迹,,热度 1.,"120.20167185344,22.997873081422"
东京,新宿御苑,1431586742,文化古迹,,热度 1.,"139.710673,35.687036"
科隆,科隆大教堂,3747884369,文化古迹,,热度 1.,"6.958186,50.94169"
西藏·山南·乃东县,雍布拉康,1846349904,文化古迹,3A景区,热度 0.,"91.806475,29.139432"
云南·临沧·沧源县,沧源崖画,1177662525,文化古迹,3A景区,热度 1.,"99.31848,23.277035"
新加坡外岛·圣淘沙岛,西乐索炮台,531784318,文化古迹,,热度 0.,"103.807955,1.259411"
新疆·吐鲁番·吐鲁番市,苏公塔,748633022,文化古迹,,热度 0.,"89.212779,42.941938"
陕西·西安·雁塔区,大兴善寺,2924315221,文化古迹,3A景区,热度 0.,"108.943551,34.225835"
伊斯坦布尔,蓝色清真寺,2074884042,文化古迹,,热度 0.,"28.975494,41.00603"
广东·广州·荔湾区,陈家祠,296878583,文化古迹,4A景区,热度 0.,"113.252276,23.132927"
河南·郑州·登封市,永泰寺,3554925860,文化古迹,,热度 0.,"112.985224,34.526007"
胡志明市,西贡圣母大教堂,669885412,文化古迹,,热度 0.,"106.710805,10.788329"
浙江·舟山·岱山县,秀山岛,1410648712,文化古迹,3A景区,热度 0.,"122.16919,30.157411"
山西·运城·万荣县,东岳庙,3865532740,文化古迹,,热度 0.,"110.841341,35.421204"
京都府·京都,金阁寺,1612919872,文化古迹,,热度 1.,"135.729313,35.039436"
山西·太原·阳曲县,青龙古镇,921548660,文化古迹,,热度 0.,"112.63700930554,38.027963103275"
台湾·台北,行天宫,3033515299,文化古迹,,热度 1.,"121.52728009483,25.056613051134"
巴厘岛·乌布,乌布皇宫,3392090365,文化古迹,,热度 0.,"115.264327,-8.48985"
内华达·拉斯维加斯,胡佛大坝,2405643333,文化古迹,,热度 0.,"-114.737482,36.015962"
